"","sample_id","sample","tech","site","sample_type","Hash","nReads","reason","rank","taxon"
"534","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","863ad1b2675d38aa0a960f5877f8ad187dba46b2",6,"missing",NA,NA
"535","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","b135c129b93a519fe8f8a28de88aba525cf72376",18,"missing",NA,NA
"536","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","5b1da0a1ce2f75a4f6632a98a214ca1e5dbd6f47",18,"non-target DNA","order","Hypocreales"
"537","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","bdbf86dc95ce611f63444962414b32e8fe62fef2",16,"missing",NA,NA
"538","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","6355c9353c319932368746e09c14d7a1fce9c623",15,"non-target DNA","species","Metschnikowia bicuspidata"
"539","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","1e100ba151fd2e018743ea7e96b2558787651ecc",15,"missing",NA,NA
"540","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","d90913f2eaa58a6ac41bfc9758b2db01eeab6126",13,"missing",NA,NA
"541","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ea381cd9fbbb1749e65bbfc19444db0327c8f508",9,"missing",NA,NA
"542","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","86067bb48f79697c75ab8b4400166beaaf1d8ae8",4,"retained","species","Ascophyllum nodosum"
"543","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","2d617ce912b6a4186ecbde706b9035bf7b89540f",2,"missing",NA,NA
"544","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","8cdc86e1938f88ff8379a39f9da5e8a403259c2f",10,"incidental ingestion","genus","Asterionellopsis"
"545","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","b25551c5d2dd2d97a0f650697c553ee987f29d65",10,"non-target DNA","order","Pleosporales"
"546","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","aa2a9c997aaa82a8672905b6c74803756deaaf24",9,"missing",NA,NA
"547","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","f53c2637565fd8ae29f78fd18a0da54803327fdf",9,"missing",NA,NA
"548","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","9891a5cbd3795e4d0c3d8b0b484c1bf4f5770aae",9,"missing",NA,NA
"549","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","694733e6ede05652fba82bc26dc08641f23266cc",5,"non-target DNA","species","Heterocapsa triquetra"
"550","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","a3f4654d03aed5d5c33a0ef9287bae7e61107e2d",7,"missing",NA,NA
"551","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","3a7e89136e33e077e4b439c4e2f2bc5021cb5a2e",7,"non-target DNA","genus","Scrippsiella"
"552","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","3a7e89136e33e077e4b439c4e2f2bc5021cb5a2e",7,"non-target DNA","genus","Scrippsiella"
"553","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","d2817d425643f567923ce3069ef6b4c9bf7e4919",6,"missing",NA,NA
"554","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","3c4ae5aab53418db9bc1118a254bcf1c675a52c4",6,"non-target DNA","genus","Phytophthora"
"555","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","0a7981118e0a3b8c876ee18c07a600510eb24d2f",6,"missing",NA,NA
"556","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","e486e2753c1b5aeee5b0f3bbb09c0b6aa6932ba0",6,"missing",NA,NA
"557","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ae42ecc10e4d2bc16799e686bbfcbd53bd7156b3",6,"missing",NA,NA
"558","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","60546371a257246dc923f7bc1e3701710769edf6",6,"non-target DNA","genus","Penicillium"
"559","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","5c00ba4faac2796bf09af3c7916941a279c7917f",5,"retained","species","Thysanoessa raschii"
"560","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","55d999878a0373819c6e088ae6ed35670cd0f5d1",5,"missing",NA,NA
"561","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","d37822cb46e054ecff1207c3bf6c1787b2d9175b",5,"non-target DNA","class","Dinophyceae"
"562","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","4886c74720bc1ef259c017a5361f8ef88a84f19d",3,"missing",NA,NA
"563","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",34221,"predator DNA","species","Carcinus maenas"
"564","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","d8c208421141d5ffd5055922ef0bb2ea43bceb51",97,"retained","species","Batillaria attramentaria"
"565","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","19ff76dc44fc872abc86ab446e637b082ede9e30",4,"non-target DNA","species","Hematodinium sp."
"566","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",26,"predator DNA","species","Carcinus maenas"
"567","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","314ed3efab1a4445db27864bd89610f7cd52e1ca",799,"missing",NA,NA
"568","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",17,"predator DNA","species","Carcinus maenas"
"569","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","97f80d7f6b6358d8650fa3e83fd2365206cec710",177,"retained","species","Batillaria attramentaria"
"570","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",203,"missing",NA,NA
"571","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","8913dd518b2b555f1e347a1c5bc5d619e41eb23a",29,"missing",NA,NA
"572","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","b7ce278a1cdbfcb859c1d55b4c8d54fcb8b22d12",71,"non-target DNA","class","Dinophyceae"
"573","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","448073e4175d148efe975253dfc2eebbad444734",13,"predator DNA","species","Carcinus maenas"
"574","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","afa10c03beb826e2d95e8df0243f6c29ff4ae6f5",30,"incidental ingestion","phylum","Bacillariophyta"
"575","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","701de5496b24ad78edb3fb8d54d294fb325285af",51,"non-target DNA","class","Dinophyceae"
"576","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","bee64d1cf491dd4d45125f6aa192c9664e477ea6",164,"missing",NA,NA
"577","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","88523604f2abc88803c30d35f591b7a87383f12f",80,"missing",NA,NA
"578","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","8d197bd15722a2601613aa8b9ddbfa647da50af7",33,"missing",NA,NA
"579","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","ab64601d52e4bdc6855086ab6494cb0c51bdcaef",42,"missing",NA,NA
"580","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","43a450bad25d73f6efce6e4b8a783e85d54e39c6",31,"missing",NA,NA
"581","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","3aa2daf73b89f140751dc0ee403d632bcf6c1729",36,"missing",NA,NA
"582","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","bd6f4be5ef5b0c0ba2b8cac39853ea2d0f855a5c",104,"missing",NA,NA
"583","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","ae10af5cfba10a098e86c4d7db7aa170671c1a8a",30,"non-target DNA","species","Heterocapsa rotundata"
"584","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","23fee0add0375b427b7d5f7edc7e8f102645457b",56,"retained","species","Mytilus trossulus"
"585","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","e3cb7861b92fbba415de28b69c22323054f2f0ee",39,"missing",NA,NA
"586","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","dc34e94bd5439da3754292d7fd9c187bf4b8c1fe",37,"retained","species","Rhizaria sp."
"587","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","b577a7c91428ab2bffeeb9f28e1bc4681ad23b33",6,"missing",NA,NA
"588","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","983c8b608e6904d41d15bc33f736e45ae45b4ebe",30,"missing",NA,NA
"589","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","ce96320f1d922690f947f3171b6e7366c3d8492f",10,"non-target DNA","phylum","Ascomycota"
"590","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","584f26da756c0bf2ae5d8098bc10cc12569937c5",18,"non-target DNA","class","Dinophyceae"
"591","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","3d5e882c5b5c0c92933dd4a8c38e9ec766d2e5d4",15,"non-target DNA","class","Sordariomycetes"
"592","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","2f4023ac4a77e70a3a3885e6fcb30af0d77f1921",9,"missing",NA,NA
"593","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","fbc80478e4ab303809c6afd6f703d1b6d0488088",17,"non-target DNA","family","Sporidiobolaceae"
"594","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","b3b7552ad4cb087f2533f45f05c840503002203e",20,"incidental ingestion","species","Micromonas pusilla"
"595","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","255710ad982a8de0248b9d903d51aca64fb8e807",9,"non-target DNA","order","Suessiales"
"596","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","0ce74050b15681edee10bddb3025bd8cb6702457",9,"missing",NA,NA
"597","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","cd0c1b11a590effdeafdce0647bb0680d102f3a7",29,"retained","species","Cydia latiferreana"
"598","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","6102d0ea08ba8295807eda627108e4d8bdea5a59",7,"missing",NA,NA
"599","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4",23,"incidental ingestion","class","Coscinodiscophyceae"
"600","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","0272c3eb8186c6d602eff1a21101920ddacee9b4",5,"missing",NA,NA
"601","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","265538c2b204dc25fcbbd3ffc5cfb48367f5170e",22,"non-target DNA","order","Agaricales"
"602","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","863ad1b2675d38aa0a960f5877f8ad187dba46b2",13,"missing",NA,NA
"603","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","09a5570c9cab75e5a404aed82c37cd6066956363",18,"predator DNA","species","Carcinus maenas"
"604","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","a78a53e8b2d96461122b2304ece6d88ee73e4eda",16,"non-target DNA","genus","Penicillium"
"605","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","2d617ce912b6a4186ecbde706b9035bf7b89540f",9,"missing",NA,NA
"606","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","694733e6ede05652fba82bc26dc08641f23266cc",4,"non-target DNA","species","Heterocapsa triquetra"
"607","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","2ab67b2fda0e32aed8092f56d51213601b7999a9",8,"retained","species","Fucus distichus"
"608","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","5d1e79c9ce4cfc60fb4c8c1ed10f066ab687b0aa",8,"missing",NA,NA
"609","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","0759b721a1efb6d7a01a6bc52b7c8ad6c3b58ab9",7,"missing",NA,NA
"610","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","e4aeef31900a3308b9452175856dbb193d5e7577",5,"missing",NA,NA
"611","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","0e597d9be6ae6b41cc3302be22dd7c77113e1a96",5,"retained","class","Insecta"
"612","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","064c8a5697e3f04a05cec9f061ec5f7e4f6980a0",4,"retained","family","Chordariaceae"
"613","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","fba1d5dc98cf89dae4f7c4ce788a45e3c4b1eadf",3,"missing",NA,NA
"614","SS20-330k-b","SS20-330k",2,"Drayton Harbor","whole crab","cacb14550c6c53bdd6f5d13291af1be9039b6560",2,"missing",NA,NA
"615","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",31871,"predator DNA","species","Carcinus maenas"
"616","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",22,"predator DNA","species","Carcinus maenas"
"617","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","314ed3efab1a4445db27864bd89610f7cd52e1ca",567,"missing",NA,NA
"618","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",4,"predator DNA","species","Carcinus maenas"
"619","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",7,"missing",NA,NA
"620","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","97f80d7f6b6358d8650fa3e83fd2365206cec710",166,"retained","species","Batillaria attramentaria"
"621","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",138,"missing",NA,NA
"622","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","95a159a1591f407043ad5dffc5897489728d8111",15,"missing",NA,NA
"623","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","b7ce278a1cdbfcb859c1d55b4c8d54fcb8b22d12",76,"non-target DNA","class","Dinophyceae"
"624","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","63c66920a7c688e73b8835628611e3912d451f51",179,"predator DNA","species","Carcinus maenas"
"625","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","f8369a552f325816430945aa3dfd9a5d8673d539",98,"retained","order","Leptothecata"
"626","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","afa10c03beb826e2d95e8df0243f6c29ff4ae6f5",40,"incidental ingestion","phylum","Bacillariophyta"
"627","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","701de5496b24ad78edb3fb8d54d294fb325285af",48,"non-target DNA","class","Dinophyceae"
"628","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",3,"predator DNA","species","Carcinus maenas"
"629","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","8d197bd15722a2601613aa8b9ddbfa647da50af7",44,"missing",NA,NA
"630","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","ab64601d52e4bdc6855086ab6494cb0c51bdcaef",44,"missing",NA,NA
"631","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","43a450bad25d73f6efce6e4b8a783e85d54e39c6",7,"missing",NA,NA
"632","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","3aa2daf73b89f140751dc0ee403d632bcf6c1729",41,"missing",NA,NA
"633","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","d0b70e1f16b87c34d8ba2ba51832524af7321ad8",111,"predator DNA","species","Carcinus maenas"
"634","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","cf933fcaf963b3377e6a2d8bf2c5a3fdabc48265",108,"retained","species","Laemodonta punctatostriata"
"635","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","ae10af5cfba10a098e86c4d7db7aa170671c1a8a",35,"non-target DNA","species","Heterocapsa rotundata"
"636","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","23fee0add0375b427b7d5f7edc7e8f102645457b",30,"retained","species","Mytilus trossulus"
"637","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","e3cb7861b92fbba415de28b69c22323054f2f0ee",37,"missing",NA,NA
"638","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","2e6d87c75fd5461ad2ceeeb7837d39cef753c1c4",25,"missing",NA,NA
"639","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","4db7fc5cafa31f3cd393e04977faead7e2eec40e",44,"incidental ingestion","species","Cymbomonas tetramitiformis"
"640","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","dc34e94bd5439da3754292d7fd9c187bf4b8c1fe",11,"retained","species","Rhizaria sp."
"641","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","49f3860c3bfcdf72fae55203367fb01a5a27ca53",8,"non-target DNA","species","Heterocapsa rotundata"
"642","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","eac70f351e3d72610ba05d29bf97715d6db9946f",6,"predator DNA","species","Carcinus maenas"
"643","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","983c8b608e6904d41d15bc33f736e45ae45b4ebe",19,"missing",NA,NA
"644","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","584f26da756c0bf2ae5d8098bc10cc12569937c5",12,"non-target DNA","class","Dinophyceae"
"645","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","3d5e882c5b5c0c92933dd4a8c38e9ec766d2e5d4",28,"non-target DNA","class","Sordariomycetes"
"646","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","2f4023ac4a77e70a3a3885e6fcb30af0d77f1921",22,"missing",NA,NA
"647","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","f0849cfea1ac260a63135f3a210f6ec202a84867",39,"missing",NA,NA
"648","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","fbc80478e4ab303809c6afd6f703d1b6d0488088",9,"non-target DNA","family","Sporidiobolaceae"
"649","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","b3b7552ad4cb087f2533f45f05c840503002203e",12,"incidental ingestion","species","Micromonas pusilla"
"650","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","255710ad982a8de0248b9d903d51aca64fb8e807",8,"non-target DNA","order","Suessiales"
"651","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","0ce74050b15681edee10bddb3025bd8cb6702457",14,"missing",NA,NA
"652","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","34b6f9eccb1f3dd653c2ba0e4f95d63b2f0f8a2d",14,"missing",NA,NA
"653","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","f5ae768086e009bac68ef33e204d983eab75fd21",6,"missing",NA,NA
"654","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","6102d0ea08ba8295807eda627108e4d8bdea5a59",4,"missing",NA,NA
"655","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","b96fcc7676174dcd6c80eecfa50d4d91d7984869",18,"missing",NA,NA
"656","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","f4032c41d4c80d78e39f5ad187624c8703ff067c",27,"non-target DNA","class","Sordariomycetes"
"657","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","0272c3eb8186c6d602eff1a21101920ddacee9b4",8,"missing",NA,NA
"658","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","00f499fdb9fa84224e37b59f24438011dec2ca21",22,"non-target DNA","phylum","Ascomycota"
"659","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","b6e8682aeedf342376a93b8461aba50f9d2fc837",22,"missing",NA,NA
"660","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","f6ff44c0197d9af9c62309deb7e189304cc241d7",20,"missing",NA,NA
"661","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","3aada73c40c6db647e7f02805493d24872928aa2",18,"non-target DNA","phylum","Ascomycota"
"662","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","27e0c74d54260647e69b59321d8c27b33c459d58",18,"missing",NA,NA
"663","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","671336cc7e51f152aeff65fb49fcd2e3cb7d99b1",16,"missing",NA,NA
"664","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","d1ab510bdc2f54bdcb5476ca04d92fc4bdbbd21c",15,"missing",NA,NA
"665","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","ea381cd9fbbb1749e65bbfc19444db0327c8f508",3,"missing",NA,NA
"666","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","5c7a4802939df37b28f79c4b0f0771ed1eeebfd1",9,"non-target DNA","family","Aspergillaceae"
"667","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","13e79e3d3b55f76c6598801e6f0a0be6e9065363",9,"missing",NA,NA
"668","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","1341c9722de2d922e2ac245ebbd8654c6648ab2f",6,"missing",NA,NA
"669","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","4840dd09cbf767a2317f7ae141b7ef295d9f3a89",5,"missing",NA,NA
"670","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","d2ccd63eb409e22afe370537feb8790906baeb51",2,"non-target DNA","genus","Phytophthora"
"671","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","f16dba296dfcc40d03b38e0e45968de149b76b89",2,"missing",NA,NA
"672","SS20-330k-c","SS20-330k",3,"Drayton Harbor","whole crab","ab41eec179cccbb3601809a39be5130167e0e1a8",2,"missing",NA,NA
"673","SS20-341-a","SS20-341",1,"Drayton Harbor","whole crab","7d86b4a3122683215d94776698a81f25a99bd853",4,"missing",NA,NA
"674","SS20-341-b","SS20-341",2,"Drayton Harbor","whole crab","a370da0589aa16c1e1587d1cce056ba65a0c0e79",28,"missing",NA,NA
"675","SS20-341-b","SS20-341",2,"Drayton Harbor","whole crab","115dc43471d8e50526eaaa5899580cbc1b73b62e",13,"missing",NA,NA
"676","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",21378,"predator DNA","species","Carcinus maenas"
"677","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",218,"predator DNA","species","Carcinus maenas"
"678","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",312,"predator DNA","species","Carcinus maenas"
"679","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","5d0147abfa4c73751d97f88e63945924296f13f0",12,"predator DNA","species","Carcinus maenas"
"680","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","245984f52208cb4e1405e89d21f4273c723f23e5",128,"predator DNA","species","Carcinus maenas"
"681","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",23,"predator DNA","species","Carcinus maenas"
"682","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",37,"missing",NA,NA
"683","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",47,"predator DNA","species","Carcinus maenas"
"684","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","dd39321bcb93467e907816e5139b76f32d9143f1",2,"predator DNA","species","Carcinus maenas"
"685","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",6,"missing",NA,NA
"686","SS18-058V-a","SS18-058V",1,"Dungeness Spit","vial","304bca6538d57b958ae936ffcd59c4887cffa1b4",17,"predator DNA","species","Carcinus maenas"
"687","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",25080,"predator DNA","species","Carcinus maenas"
"688","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",242,"predator DNA","species","Carcinus maenas"
"689","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",333,"predator DNA","species","Carcinus maenas"
"690","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","245984f52208cb4e1405e89d21f4273c723f23e5",103,"predator DNA","species","Carcinus maenas"
"691","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",45,"predator DNA","species","Carcinus maenas"
"692","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",24,"missing",NA,NA
"693","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",56,"predator DNA","species","Carcinus maenas"
"694","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","dd39321bcb93467e907816e5139b76f32d9143f1",4,"predator DNA","species","Carcinus maenas"
"695","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","304bca6538d57b958ae936ffcd59c4887cffa1b4",6,"predator DNA","species","Carcinus maenas"
"696","SS18-058V-b","SS18-058V",2,"Dungeness Spit","vial","e9e5e9b0e30dd34b52ef1408675e0e7386c62813",25,"missing",NA,NA
"697","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","538d38a10b39504ac841b298f510440aec3e5c27",35648,"predator DNA","species","Carcinus maenas"
"698","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","88808c212aba563b539504c1d48c871cf7faa9bd",794,"predator DNA","species","Carcinus maenas"
"699","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",502,"predator DNA","species","Carcinus maenas"
"700","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","033639e5010e9069ffb163478b59bf12b33b041a",235,"predator DNA","species","Carcinus maenas"
"701","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","ad7c17f622104dcaa57c76757dac23063387c073",34,"predator DNA","species","Carcinus maenas"
"702","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","001dda642211b135c603f7139e5e3061b31b42aa",29,"missing",NA,NA
"703","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","448073e4175d148efe975253dfc2eebbad444734",76,"predator DNA","species","Carcinus maenas"
"704","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","46f41c13444ccc9e753d9b02e499fd5fc1543587",47,"predator DNA","species","Carcinus maenas"
"705","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","57b2a5af7bed16f947d0a681c6203a38f8a9cd73",51,"predator DNA","species","Carcinus maenas"
"706","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","726670ecb32602a8706c3ceb32e47b02092d9b24",28,"predator DNA","species","Carcinus maenas"
"707","SS18-058V-c","SS18-058V",3,"Dungeness Spit","vial","ba4d19d22095f7ca5b8bb45bebc4084b36b971bf",5,"missing",NA,NA
